team_code,team_country,team_founded,id,logo_url,name,team_national,venue_address,venue_capacity,venue_city,venue_id,venue_image,venue_name,venue_surface
MAL,Turkey,1923,6532,https://media.api-sports.io/football/teams/6532.png,Maltepespor,False,"Istasyon Caddesi / Yalı Mah. Şehit Nedim Özpolat Sokak, Maltepe",4600,İstanbul,9944,https://media.api-sports.io/football/venues/9944.png,Maltepe Hasan Polat Stadı,grass
,Turkey,2015,6533,https://media.api-sports.io/football/teams/6533.png,Mardin BB,False,Yeni Yol Caddesi,6600,Mardin,8397,https://media.api-sports.io/football/venues/8397.png,21 Kasım Şehir Stadyumu,grass
,Turkey,1968,6534,https://media.api-sports.io/football/teams/6534.png,Merzifonspor,False,,,,,,,
,Turkey,2011,6535,https://media.api-sports.io/football/teams/6535.png,Modafen,False,"126. Sokak No:17, Alemdağ Mah., Çekmeköy",2000,İstanbul,4796,https://media.api-sports.io/football/venues/4796.png,Alemdağ Stadyumu,artificial turf
,Turkey,2015,6536,https://media.api-sports.io/football/teams/6536.png,Muş Menderesspor,False,,,,,,,
,Turkey,,6537,https://media.api-sports.io/football/teams/6537.png,Siirt İl Özel İdaresi,False,Hükümet Caddesi,5650,Siirt,4797,https://media.api-sports.io/football/venues/4797.png,Siirt Atatürk Stadyumu,grass
,Turkey,1985,6538,https://media.api-sports.io/football/teams/6538.png,Somaspor,False,Kurtuluş Mah.,5000,Soma,4798,https://media.api-sports.io/football/venues/4798.png,Soma Atatürk Stadyumu,grass
TAV,Turkey,,6539,https://media.api-sports.io/football/teams/6539.png,Tavşanlı Linyitspor,False,Tavşanlı Simav Yolu,4400,Tavşanlı,4799,https://media.api-sports.io/football/venues/4799.png,Tavşanlı Şehir Stadı,grass
,Turkey,,6540,https://media.api-sports.io/football/teams/6540.png,Yalova Kadıköy,False,"Yaşar Okuyan Caddesi, Bahçelievler Mah.",8980,Yalova,4800,https://media.api-sports.io/football/venues/4800.png,Yalova Atatürk Stadyumu,grass
,Turkey,1985,6541,https://media.api-sports.io/football/teams/6541.png,Yeşilyurt Belediyespor,False,Seyran Mah.,1500,Malatya,4801,https://media.api-sports.io/football/venues/4801.png,Malatya Yeşiltepe 3 Nolu Sahası,grass
,Turkey,1959,6542,https://media.api-sports.io/football/teams/6542.png,Yozgatspor 1959,False,,,,,,,
,Turkey,1968,6543,https://media.api-sports.io/football/teams/6543.png,Yüksekova Belediyespor,False,,3000,Yüksekova,4802,https://media.api-sports.io/football/venues/4802.png,Yüksekova İlçe Stadyumu,grass
,Turkey,1923,6544,https://media.api-sports.io/football/teams/6544.png,Çarşambaspor,False,"Stadyum Caddesi, Orta Mah.",6000,Çarşamba,20327,https://media.api-sports.io/football/venues/20327.png,Çarşamba Şehir Stadyumu,grass
,Turkey,1950,6545,https://media.api-sports.io/football/teams/6545.png,Çubukspor,False,İvedik Caddesi,2000,Ankara,9942,https://media.api-sports.io/football/venues/9942.png,Yenimahalle Hasan Doğan Stadyumu,grass
,Turkey,,6546,https://media.api-sports.io/football/teams/6546.png,İçel İdmanyurdu Spor,False,,25534,Mersin,8392,https://media.api-sports.io/football/venues/8392.png,Mersin Stadyumu,grass
,Turkey,1984,7392,https://media.api-sports.io/football/teams/7392.png,24 Erzincanspor,False,"Ali Kemal Caddesi, Atatürk Mah.",5100,Erzincan,5378,https://media.api-sports.io/football/venues/5378.png,13 Şubat Şehir Stadyumu,grass
,Turkey,,7393,https://media.api-sports.io/football/teams/7393.png,Altındağ Belediyesispor,False,"Oruç Reis Caddesi No:13, Örnek Mah., Altındağ",5000,Ankara,5379,https://media.api-sports.io/football/venues/5379.png,Altındağ Stadyumu,artificial turf
,Turkey,1961,7394,https://media.api-sports.io/football/teams/7394.png,Artvin Hopaspor,False,"40. Sokak, Sundura Mah.",3000,Hopa,5380,https://media.api-sports.io/football/venues/5380.png,Hopa İlçe Stadı,artificial turf
BAT,Turkey,1960,7395,https://media.api-sports.io/football/teams/7395.png,Batman Petrolspor,False,3405. Sokok,4900,Batman,5381,https://media.api-sports.io/football/venues/5381.png,16 Mayıs Şehir Stadyumu,grass
,Turkey,2012,7396,https://media.api-sports.io/football/teams/7396.png,Buca FK,False,"Yavuz Sultan Selim Caddesi, Cumhuriyet Mah., Buca",8810,İzmir,5382,https://media.api-sports.io/football/venues/5382.png,Buca Arena,grass
,Turkey,2010,7397,https://media.api-sports.io/football/teams/7397.png,Cizrespor,False,,3000,Cizre,5383,https://media.api-sports.io/football/venues/5383.png,Cizre İlçe Stadı,grass
,Turkey,1977,7398,https://media.api-sports.io/football/teams/7398.png,Diyarbekirspor,False,"İnaloğlu Caddesi 52, Yenişehir",12963,Diyarbakır,5384,https://media.api-sports.io/football/venues/5384.png,Diyarbakır Atatürk Stadyumu,grass
,Turkey,1967,7399,https://media.api-sports.io/football/teams/7399.png,Düzcespor,False,Akar Stadyum Sk. No:7,5000,Düzce,5385,https://media.api-sports.io/football/venues/5385.png,18 Temmuz Stadyumu,grass
,Turkey,,7400,https://media.api-sports.io/football/teams/7400.png,Elazığ Belediyespor FK,False,Doğu Kent,2500,Elazığ,20024,https://media.api-sports.io/football/venues/20024.png,Elazığ Doğukent Stadyumu,grass
,Turkey,,7401,https://media.api-sports.io/football/teams/7401.png,Erbaaspor,False,Gazi Bulvarı,3000,Erbaa,5386,https://media.api-sports.io/football/venues/5386.png,Erbaa İlçe Stadyumu,grass
,Turkey,1959,7402,https://media.api-sports.io/football/teams/7402.png,Erokspor,False,"949/1 Çıkmazı No:4, Kemer Mah., Esenler",16500,İstanbul,12125,https://media.api-sports.io/football/venues/12125.png,Esenler Erokspor Stadyumu,grass
,Turkey,1978,7403,https://media.api-sports.io/football/teams/7403.png,Erzin Spor,False,Hürriyet Mah. Stadyum Caddesi,2500,Erzin,5388,https://media.api-sports.io/football/venues/5388.png,Şehit Muhammet Oğuz Kılınç Stadı,grass
,Turkey,1955,7404,https://media.api-sports.io/football/teams/7404.png,Fatsa Belediyespor,False,"Evkaf Mah., Barış Sokak. No:9",3000,Fatsa,5389,https://media.api-sports.io/football/venues/5389.png,Fatsa İlçe Stadyumu,grass
GOL,Turkey,1984,7405,https://media.api-sports.io/football/teams/7405.png,Gölcükspor,False,İhsaniye Merkez,2000,Gölcük,5390,https://media.api-sports.io/football/venues/5390.png,Gölcük İhsaniye Stadı,grass
,Turkey,,7406,https://media.api-sports.io/football/teams/7406.png,Halide Edip Adıvar,False,"Yıldıztabya Mah. Taş Ocağı Dikyol Sok. No:77, Gaziosmanpaşa",6500,İstanbul,5391,https://media.api-sports.io/football/venues/5391.png,Yıldıztabya Stadyumu,grass
BUR,Turkey,2008,7407,https://media.api-sports.io/football/teams/7407.png,Karacabey Belediyespor,False,"Bursa Caddesi, Canbalı Mah.",5000,Karacabey,5392,https://media.api-sports.io/football/venues/5392.png,Mustafa Fehmi Gerçeker Stadyumu,grass
,Turkey,1992,7408,https://media.api-sports.io/football/teams/7408.png,Karaköprü Belediyespor,False,"Atakent Mah., Karaköprü",3000,Şanlıurfa,5393,https://media.api-sports.io/football/venues/5393.png,Faruk Çelik Spor Kompleksi,artificial turf
KAR,Turkey,1912,7409,https://media.api-sports.io/football/teams/7409.png,Karşıyaka,False,Şehitleri Caddesi No:10,15000,İzmir,12684,https://media.api-sports.io/football/venues/12684.png,Alsancak Mustafa Denizli Stadı,grass
TEK,Turkey,2003,7410,https://media.api-sports.io/football/teams/7410.png,Kemerspor 2003,False,,4000,Tekirova,5394,https://media.api-sports.io/football/venues/5394.png,Dr. Fehmi Öncel Stadı,grass
KOC,Turkey,1966,7411,https://media.api-sports.io/football/teams/7411.png,Kocaelispor,False,Turnaoğlu Caddesi,35000,Kocaeli,20309,https://media.api-sports.io/football/venues/20309.png,Yıldız Entegre Kocaeli Stadyumu,grass
,Turkey,1955,7412,https://media.api-sports.io/football/teams/7412.png,Kozan Spor FK,False,Andıl Caddesi,2500,Kozan,5396,https://media.api-sports.io/football/venues/5396.png,İsmet Atlı Stadyumu,grass
KIZ,Turkey,1982,7413,https://media.api-sports.io/football/teams/7413.png,Kızılcabölükspor,False,,1557,Kızılcabölük,5397,https://media.api-sports.io/football/venues/5397.png,Kızılcabölük Semt Stadyumu,artificial turf
,Turkey,,7414,https://media.api-sports.io/football/teams/7414.png,Muğlaspor,False,Emirbeyazıt Mah.,6250,Muğla,5398,https://media.api-sports.io/football/venues/5398.png,Muğla Atatürk Stadyumu,grass
NAZ,Turkey,1984,7415,https://media.api-sports.io/football/teams/7415.png,Nazilli Belediyespor,False,,5600,Nazilli,5399,https://media.api-sports.io/football/venues/5399.png,Nazıllı İlçe Stadyumu,grass
,Turkey,1969,7416,https://media.api-sports.io/football/teams/7416.png,Nevşehir Belediyespor,False,"Mustafa Parmaksız Caddesi, Bahçelievler Mah.",7503,Nevşehir,5400,https://media.api-sports.io/football/venues/5400.png,Nevşehir Gazi Stadyumu,grass
OFS,Turkey,1968,7417,https://media.api-sports.io/football/teams/7417.png,Ofspor,False,"Sanayi Cd. No:71, Sulaklı Mahallesi",3024,Of,5401,https://media.api-sports.io/football/venues/5401.png,Of İlçe Stadyumu,grass
,Turkey,2011,7418,https://media.api-sports.io/football/teams/7418.png,Osmaniyespor,False,14050 Sokak,6635,Osmaniye,5402,https://media.api-sports.io/football/venues/5402.png,Osmaniye 7 Ocak Stadyumu,grass
PAY,Turkey,1975,7419,https://media.api-sports.io/football/teams/7419.png,Payasspor,False,"Fatih Terim Cd., Payas",5000,Hatay,5403,https://media.api-sports.io/football/venues/5403.png,15 Temmuz Şehitler Stadı,grass
PAZ,Turkey,1973,7420,https://media.api-sports.io/football/teams/7420.png,Pazarspor,False,,2442,Pazar,5404,https://media.api-sports.io/football/venues/5404.png,Pazar İlçe Stadyumu,grass
,Turkey,,7421,https://media.api-sports.io/football/teams/7421.png,Serik Belediyespor,False,"4177 Sokak, Akçaalan",3000,Serik,5405,https://media.api-sports.io/football/venues/5405.png,İsmail Ogan Stadyumu,grass
SIL,Turkey,1957,7422,https://media.api-sports.io/football/teams/7422.png,Silivrispor,False,"Yeni Mh., Silivri",3000,İstanbul,5406,https://media.api-sports.io/football/venues/5406.png,Silivri Stadyumu,grass
,Turkey,1986,7423,https://media.api-sports.io/football/teams/7423.png,Sultanbeyli Belediyespor,False,Mehmet Akif Ersoy Mah. Spor Yolu Cad.,2000,İstanbul,5407,https://media.api-sports.io/football/venues/5407.png,Sultanbeyli Belediyesi 75. Yıl Stadyumu,grass
TEP,Turkey,1988,7424,https://media.api-sports.io/football/teams/7424.png,Tepecikspor,False,"Ferhatpaşa Mah. Şehitler Cad., Çatalca",6150,İstanbul,5408,https://media.api-sports.io/football/venues/5408.png,Ziya Altınoğlu Stadyumu,grass
TUR,Turkey,1984,7425,https://media.api-sports.io/football/teams/7425.png,Turgutluspor,False,Yedi Eylül Mahallesi / Eski Manisa Yolu,4100,Turgutlu,5409,https://media.api-sports.io/football/venues/5409.png,Turgutlu 7 Eylül Stadyumu,grass
,Turkey,1973,7426,https://media.api-sports.io/football/teams/7426.png,Yeni Orduspor,False,"Durugöl, Spor Alanı",16768,Ordu,19626,https://media.api-sports.io/football/venues/19626.png,Yeni Ordu Stadyumu,grass
,Turkey,1968,7427,https://media.api-sports.io/football/teams/7427.png,Yomraspor,False,,850,Yomra,5410,https://media.api-sports.io/football/venues/5410.png,Yomra İlçe Stadyumu,grass
ANK,Turkey,1993,7428,https://media.api-sports.io/football/teams/7428.png,Çankaya FK,False,"Cevat Dündar Caddesi, Yenimahalle",4271,Ankara,2384,https://media.api-sports.io/football/venues/2384.png,Ostim Stadı,grass
,Turkey,1942,7429,https://media.api-sports.io/football/teams/7429.png,Çatalcaspor,False,"Ferhatpaşa Mah. Şehitler Cad., Çatalca",6150,İstanbul,5408,https://media.api-sports.io/football/venues/5408.png,Ziya Altınoğlu Stadyumu,grass
,Turkey,,7430,https://media.api-sports.io/football/teams/7430.png,Şile Yıldızspor,False,"Güloğlu Sitesi No:34, Çavuş Mahallesi",4000,Şile,18663,https://media.api-sports.io/football/venues/18663.png,Şile Stadı,grass
GAL,Turkey,,7900,https://media.api-sports.io/football/teams/7900.png,Galatasaray U19,False,Florya,1000,İstanbul,5701,https://media.api-sports.io/football/venues/5701.png,Florya Metin Oktay Tesisleri,grass
,Turkey,,7947,https://media.api-sports.io/football/teams/7947.png,Altınordu U19,False,,,,,,,
TUR,Turkey,1923,8227,https://media.api-sports.io/football/teams/8227.png,Turkey U21,True,"Atatürk Olimpiyat Stadı Otoparkı, İkitelli",76092,İstanbul,1968,https://media.api-sports.io/football/venues/1968.png,Atatürk Olimpiyat Stadı,grass
TUR,Turkey,,10351,https://media.api-sports.io/football/teams/10351.png,Turkey U19,True,,,,,,,
,Turkey,1955,11085,https://media.api-sports.io/football/teams/11085.png,Gebzespor,False,"Yeni Bağdad Caddesi, Güzeller Mah.",8000,Kocaeli,7406,https://media.api-sports.io/football/venues/7406.png,Gebze Alaettin Kurt Stadyumu,grass
,Turkey,1995,11086,https://media.api-sports.io/football/teams/11086.png,Körfez Spor,False,Sahil Caddesi,3026,Körfez,7407,https://media.api-sports.io/football/venues/7407.png,Alparslan Türkeş Stadyumu,grass
BER,Turkey,1970,11087,https://media.api-sports.io/football/teams/11087.png,Bergama Belediyespor,False,,5000,Bergama,7408,https://media.api-sports.io/football/venues/7408.png,Bergama 14 Eylül Stadı,grass
ORH,Turkey,1982,11088,https://media.api-sports.io/football/teams/11088.png,Orhangazispor,False,Eski Gemlik Caddesi,2000,Orhangazi,7409,https://media.api-sports.io/football/venues/7409.png,Orhangazi Stadı,grass
DAR,Turkey,1966,11089,https://media.api-sports.io/football/teams/11089.png,Çanakkale Dardanel,False,Atatürk Caddesi,12691,Çanakkale,7410,https://media.api-sports.io/football/venues/7410.png,Çanakkale 18 Mart Stadyumu,grass
BEY,Turkey,1903,11090,https://media.api-sports.io/football/teams/11090.png,Beylerbeyispor,False,"Beybostani Sok. No:15, Üsküdar",5500,İstanbul,7411,https://media.api-sports.io/football/venues/7411.png,Beylerbeyi 75. Yıl Stadı,grass
KAR,Turkey,1949,11091,https://media.api-sports.io/football/teams/11091.png,Kartalspor,False,"Spor Caddesi, Spor Sokak No: 13, Kartal",7109,İstanbul,7412,https://media.api-sports.io/football/venues/7412.png,Radyo Seymen Kartal Stadı,grass
,Turkey,1966,11092,https://media.api-sports.io/football/teams/11092.png,Kütahyaspor,False,Fatih Sultan Mehmet Blv.,11495,Kütahya,7413,https://media.api-sports.io/football/venues/7413.png,Kütahya Dumlupınar Stadyumu,grass
MAN,Turkey,2009,11093,https://media.api-sports.io/football/teams/11093.png,Manavgatspor,False,,2000,Evrenseki,7414,https://media.api-sports.io/football/venues/7414.png,Evrenseki Stadı,grass
,Turkey,1967,11094,https://media.api-sports.io/football/teams/11094.png,Tekirdağspor,False,,5300,Tekirdağ,7415,https://media.api-sports.io/football/venues/7415.png,Namık Kemal Stadyumu,grass
,Turkey,,11095,https://media.api-sports.io/football/teams/11095.png,Adıyaman 1954,False,Urfa-Samsat Yolu,8596,Adıyaman,7416,https://media.api-sports.io/football/venues/7416.png,Adıyaman Atatürk Stadyumu,grass
,Turkey,1950,11096,https://media.api-sports.io/football/teams/11096.png,Alibeyköyspor,False,"Namık Kemal Caddesi, Alibeyköy Mah., Eyüp",3500,İstanbul,7417,https://media.api-sports.io/football/venues/7417.png,Alibeyköy Stadyumu,artificial turf
,Turkey,1998,11097,https://media.api-sports.io/football/teams/11097.png,1461 Trabzon,False,"Üniversite Mh., Ahmet Suat Özyazıcı Caddesi",3000,Trabzon,7418,https://media.api-sports.io/football/venues/7418.png,Ahmet Suat Özyazıcı Stadı,artificial turf
,Turkey,1908,11098,https://media.api-sports.io/football/teams/11098.png,Anadolu Bağcılar,False,"Istasyon Caddesi / Yalı Mah. Şehit Nedim Özpolat Sokak, Maltepe",4600,İstanbul,4795,https://media.api-sports.io/football/venues/4795.png,Maltepe Hasan Polat Stadı,grass
ERC,Turkey,1966,11099,https://media.api-sports.io/football/teams/11099.png,Kayseri Erciyesspor,False,Ahmet Gazi Ayhan,2000,Kayseri,7419,https://media.api-sports.io/football/venues/7419.png,Kayseri Atatürk Spor Kompleksi Yan Açık Saha,grass
KIR,Turkey,1938,11100,https://media.api-sports.io/football/teams/11100.png,Kırıkhanspor,False,,5000,Kırıkhan,7420,https://media.api-sports.io/football/venues/7420.png,Kırıkhan İlçe Stadyumu,grass
YES,Turkey,1974,11101,https://media.api-sports.io/football/teams/11101.png,Yeşil Bursa,False,"Minareliçavuş Mah. Selvi Caddesi, Nilüfer",2500,Bursa,7421,https://media.api-sports.io/football/venues/7421.png,Minareli Çavuş Spor Tesisleri,grass
DEN,Turkey,1981,11102,https://media.api-sports.io/football/teams/11102.png,Denizli BB,False,Bahçelievler Caddesi No: 88,1600,Denizli,7422,https://media.api-sports.io/football/venues/7422.png,Doğan Seyfi Atlı Stadyumu,grass
DUZ,Turkey,1986,11103,https://media.api-sports.io/football/teams/11103.png,Düzyurtspor,False,İnönü Mh.,1820,Trabzon,4687,https://media.api-sports.io/football/venues/4687.png,Yavuz Selim Stadı,grass
ORD,Turkey,1967,11104,https://media.api-sports.io/football/teams/11104.png,Orduspor,False,Dr. Mürüvvet Sıtkı Caddesi,13658,Ordu,7423,https://media.api-sports.io/football/venues/7423.png,Ordu 19 Eylül Stadyumu,grass
BUC,Turkey,1928,11105,https://media.api-sports.io/football/teams/11105.png,Bucaspor,False,"Yavuz Sultan Selim Caddesi, Cumhuriyet Mah., Buca",8810,İzmir,5382,https://media.api-sports.io/football/venues/5382.png,Buca Arena,grass
ARS,Turkey,1973,11106,https://media.api-sports.io/football/teams/11106.png,Arsinspor,False,206. Sokak,1300,Arsin,7424,https://media.api-sports.io/football/venues/7424.png,Arsin İlçe Stadı,grass
AYD,Turkey,1923,11107,https://media.api-sports.io/football/teams/11107.png,Aydınspor,False,Cumhuriyet Mah.,10988,Aydın,7425,https://media.api-sports.io/football/venues/7425.png,Adnan Menderes Stadı,grass
,Turkey,2009,11108,https://media.api-sports.io/football/teams/11108.png,Aydınspor 1923,False,Cumhuriyet Mah.,10988,Aydın,7425,https://media.api-sports.io/football/venues/7425.png,Adnan Menderes Stadı,grass
,Turkey,1955,13364,https://media.api-sports.io/football/teams/13364.png,1955 Batman Belediyespor,False,"İpekyolu Caddesi, Çay Mahallesi",1000,Batman,8376,https://media.api-sports.io/football/venues/8376.png,Batman 19 Mayıs 2 Nolu Sentetik Saha,artificial turf
,Turkey,1969,13365,https://media.api-sports.io/football/teams/13365.png,Altınova Belediyespor,False,,2000,Altınova,8377,https://media.api-sports.io/football/venues/8377.png,Altınova Hersekzade Ahmet Paşa Stadı,grass
,Turkey,1983,13366,https://media.api-sports.io/football/teams/13366.png,Diyarbakır Yolspor,False,Kanal Caddesi,1000,Diyarbakır,8378,https://media.api-sports.io/football/venues/8378.png,Seyrantepe Şilbe Sentetik Saha,artificial turf
GAZ,Turkey,1965,13367,https://media.api-sports.io/football/teams/13367.png,Gaziosmanpaşaspor,False,"Bağlar Caddesi No:14, Gaziosmanpaşa",2850,İstanbul,8379,https://media.api-sports.io/football/venues/8379.png,Gaziosmanpaşa Stadı,grass
,Turkey,,13368,https://media.api-sports.io/football/teams/13368.png,Kale Belediyespor,False,,2000,Tavas,8380,https://media.api-sports.io/football/venues/8380.png,Tavas Şehir Stadı,grass
,Turkey,1980,13369,https://media.api-sports.io/football/teams/13369.png,Karadeniz Ereğli BSK,False,Murtaza,2500,Karadeniz Ereğli,8381,https://media.api-sports.io/football/venues/8381.png,Beyçayırı Şehit Vefa Karakurdu,artificial turf
,Turkey,,13370,https://media.api-sports.io/football/teams/13370.png,Karlıova Yıldırım,False,,1000,Karlıova,8382,https://media.api-sports.io/football/venues/8382.png,Karlıova İlçe Stadyumu,
,Turkey,,13371,https://media.api-sports.io/football/teams/13371.png,Mut İdmanyurdu Belediye,False,"Kayseri Sk. 6a, Kültür Mahallesi",3000,Mut,8383,https://media.api-sports.io/football/venues/8383.png,Mut İlçe Stadı,grass
,Turkey,2017,13372,https://media.api-sports.io/football/teams/13372.png,Sarıkamış Gençlerbirliği,False,,,,,,,
,Turkey,2013,13373,https://media.api-sports.io/football/teams/13373.png,Serhat Ardahanspor,False,Karagöl,3000,Ardahan,8384,https://media.api-sports.io/football/venues/8384.png,80. Yıl Cumhuriyet Şehir Stadyumu,artificial turf
,Turkey,1970,13374,https://media.api-sports.io/football/teams/13374.png,Sinopspor,False,Stad Yolu,2500,Sinop,8385,https://media.api-sports.io/football/venues/8385.png,Sinop Şehir Stadyumu,grass
,Turkey,2011,13375,https://media.api-sports.io/football/teams/13375.png,Yeni Amasyaspor,False,Hızırpaşa,12000,Amasya,8386,https://media.api-sports.io/football/venues/8386.png,Amasya 12 Haziran Stadyumu,grass
,Turkey,1976,13376,https://media.api-sports.io/football/teams/13376.png,Yeniçağaspor,False,Karaçayır Mah.,1000,Bolu,8387,https://media.api-sports.io/football/venues/8387.png,Karaçayır 3 Nolu Sahası,artificial turf
,Turkey,1980,13377,https://media.api-sports.io/football/teams/13377.png,Çayırovaspor,False,"Nazım Hikmet Caddesi, Akse Mah.",4000,Çayırova,8388,https://media.api-sports.io/football/venues/8388.png,Çayırovaspor Stadı,grass
,Turkey,1980,13378,https://media.api-sports.io/football/teams/13378.png,Çengelköyspor,False,"Yunus Emre Caddesi No:31, Çiftlik Mah., Beykoz",2000,İstanbul,8389,https://media.api-sports.io/football/venues/8389.png,Muhammed Hanefi Dilmaç Çavuşbaşı Spor Tesisleri,artificial turf
,Turkey,,13379,https://media.api-sports.io/football/teams/13379.png,Çerkezköy 1911,False,,3000,Çerkezköy,8390,https://media.api-sports.io/football/venues/8390.png,Çerkezköy Mustafa Uğraş Stadı,grass
,Turkey,1969,13380,https://media.api-sports.io/football/teams/13380.png,Ödemişspor,False,Atatürk Mah.,7000,Ödemiş,8391,https://media.api-sports.io/football/venues/8391.png,Ödemiş Saraçoğlu Stadı,artificial turf
,Turkey,,13381,https://media.api-sports.io/football/teams/13381.png,Ünye 1957,False,,,,,,,
MER,Turkey,1925,13382,https://media.api-sports.io/football/teams/13382.png,Mersin İdmanyurdu,False,,25534,Mersin,8392,https://media.api-sports.io/football/venues/8392.png,Mersin Stadyumu,grass
GUN,Turkey,1983,13383,https://media.api-sports.io/football/teams/13383.png,İstanbul Güngörenspor,False,"Çinçindere Caddesi, Güngören",15242,İstanbul,8393,https://media.api-sports.io/football/venues/8393.png,Mimar Yahya Baş Stadı,grass
ANA,Turkey,1953,13384,https://media.api-sports.io/football/teams/13384.png,Anadolu Üsküdar,False,"Istasyon Caddesi / Yalı Mah. Şehit Nedim Özpolat Sokak, Maltepe",4600,İstanbul,4795,https://media.api-sports.io/football/venues/4795.png,Maltepe Hasan Polat Stadı,grass
KOR,Turkey,1995,13385,https://media.api-sports.io/football/teams/13385.png,Kocaeli Birlikspor,False,Sahil Caddesi,3026,Körfez,7407,https://media.api-sports.io/football/venues/7407.png,Alparslan Türkeş Stadyumu,grass
ISK,Turkey,1991,13386,https://media.api-sports.io/football/teams/13386.png,Körfez İskenderunspor,False,Fatih Sultan Mehmen Caddesi,12390,İskenderun,8394,https://media.api-sports.io/football/venues/8394.png,İskenderun 5 Temmuz Stadı,grass
CAN,Turkey,,13387,https://media.api-sports.io/football/teams/13387.png,Çankırıspor,False,Refik Saydam Caddesi,5109,Çankırı,4671,https://media.api-sports.io/football/venues/4671.png,Çankırı Atatürk Stadyumu,grass
CAS,Turkey,1947,13388,https://media.api-sports.io/football/teams/13388.png,Beypazari Sekerspor,False,"Bağlum Bulvarı, Pursaklar",16000,Ankara,8395,https://media.api-sports.io/football/venues/8395.png,Bağlum Belediye Stadyumu,grass
BOZ,Turkey,1973,13389,https://media.api-sports.io/football/teams/13389.png,Bozüyükspor,False,Şenkal Caddesi,4100,Bozüyük,4782,https://media.api-sports.io/football/venues/4782.png,Bozüyük Şehir Stadı,grass
DIY,Turkey,1968,13390,https://media.api-sports.io/football/teams/13390.png,Diyarbakirspor,False,"İnaloğlu Caddesi 52, Yenişehir",12963,Diyarbakır,5384,https://media.api-sports.io/football/venues/5384.png,Diyarbakır Atatürk Stadyumu,grass
,Turkey,1967,13391,https://media.api-sports.io/football/teams/13391.png,Çorumspor,False,,11263,,4690,https://media.api-sports.io/football/venues/4690.png,Dr. Turhan Kiliçcioglu Stadyumu,grass
,Turkey,1967,13392,https://media.api-sports.io/football/teams/13392.png,MKE Kırıkkalespor,False,,5402,Kırıkkale,4794,https://media.api-sports.io/football/venues/4794.png,Fikret Karabudak Stadyumu,grass
,Turkey,1947,13393,https://media.api-sports.io/football/teams/13393.png,Mardin 47 Spor,False,Yeni Yol Caddesi,6600,Mardin,8397,https://media.api-sports.io/football/venues/8397.png,21 Kasım Şehir Stadyumu,grass
,Turkey,,13394,https://media.api-sports.io/football/teams/13394.png,Muşspor,False,Zafer,2250,Muş,8398,https://media.api-sports.io/football/venues/8398.png,Muş Şehir Stadı,grass
,Turkey,,13395,https://media.api-sports.io/football/teams/13395.png,Tatvan Gençlerbirliği,False,,2000,Tatvan,8399,https://media.api-sports.io/football/venues/8399.png,Tatvan İlçe Sahası,grass
,Turkey,1961,13396,https://media.api-sports.io/football/teams/13396.png,Araklıspor,False,,1364,,8400,https://media.api-sports.io/football/venues/8400.png,Arakli Ilçe Stadi,grass
,Turkey,,13397,https://media.api-sports.io/football/teams/13397.png,Ayancık Belediyespor,False,"Cahit Övet Caddesi, Yalı Mah.",3000,Ayancık,8401,https://media.api-sports.io/football/venues/8401.png,Ayancık Gazi Stadı,grass
,Turkey,,13398,https://media.api-sports.io/football/teams/13398.png,Eğirdirspor,False,"Isparta Konya Kolu, Bağlar Mah.",3000,Eğirdir,8402,https://media.api-sports.io/football/venues/8402.png,Eğirdir İlçe Stadı,grass
,Turkey,,13399,https://media.api-sports.io/football/teams/13399.png,Hakkarispor,False,Pehlivan,5000,Hakkâri,8403,https://media.api-sports.io/football/venues/8403.png,Merzan Şehir Stadı,artificial turf
,Turkey,,13400,https://media.api-sports.io/football/teams/13400.png,Kurtalanspor,False,Tekel Mah.,3000,Kurtalan,8404,https://media.api-sports.io/football/venues/8404.png,Kurtalan İlçe Stadı,grass
,Turkey,1948,13401,https://media.api-sports.io/football/teams/13401.png,Sarayönü Belediyespor,False,Şube Caddesi,2000,Sarayönü,8405,https://media.api-sports.io/football/venues/8405.png,Sarayönü Stadı,grass
,Turkey,,13402,https://media.api-sports.io/football/teams/13402.png,Sarıkamış Belediyespor,False,,,,,,,
,Turkey,1985,13403,https://media.api-sports.io/football/teams/13403.png,Sultangazispor,False,"Sultangazi, Uğur Mumcu Mah., Gaziosmanpaşa",3000,İstanbul,8406,https://media.api-sports.io/football/venues/8406.png,Cebeci Spor Kompleksi,artificial turf
,Turkey,,13404,https://media.api-sports.io/football/teams/13404.png,Yapraklı Belediyespor,False,,,,,,,
KAH,Turkey,1976,13405,https://media.api-sports.io/football/teams/13405.png,1920 Maraşspor,False,Şazibey Mahallesi,15050,Kahramanmaraş,2395,https://media.api-sports.io/football/venues/2395.png,12 Şubat Stadyumu,grass
,Turkey,1955,13406,https://media.api-sports.io/football/teams/13406.png,Arhavispor,False,,2000,Arhavi,8407,https://media.api-sports.io/football/venues/8407.png,Arhavi İlçe Stadı,grass
AYV,Turkey,1966,13407,https://media.api-sports.io/football/teams/13407.png,Ayvalıkgücü Belediyespor,False,,5000,Ayvalık,8408,https://media.api-sports.io/football/venues/8408.png,Hüsnü Uğural Stadyumu,grass
